ID,Estado cerrado,Duración,Id de estación de inicio,Fecha de inicio,Nombre de estación de inicio,Fecha de fin,Id de estación de fin de viaje,Nombre de estación de fin de viaje,ID de ciclista,Tipo de ciclista,Modelo de bicicleta,Origen de viaje
11203553,NORMAL,1349,98,2021-06-02 14:09:41,037- CLAUDIA PÍA BRAUDACCO,2021-06-02 14:32:10,17.0,017 - Plaza Almagro,99242,MEMBER,ICONIC,CODE
11203552,NORMAL,900,66,2021-06-02 14:09:39,066 - Billinghurst,2021-06-02 14:24:39,5.0,005 - Plaza Italia,722024,MEMBER,ICONIC,CODE
11203551,NORMAL,1028,23,2021-06-02 14:09:35,023 - Suipacha,2021-06-02 14:26:43,73.0,073 - Ruy Díaz de Guzmán,93172,MEMBER,ICONIC,CODE
11203550,NORMAL,598,116,2021-06-02 14:09:31,116 - HOSPITAL ALEMÁN,2021-06-02 14:19:29,174.0,174 - MINISTERIO DE EDUCACION,390289,MEMBER,ICONIC,CODE
11203549,NORMAL,339,181,2021-06-02 14:09:22,181 - BILLINGHURST Y MANSILLA,2021-06-02 14:15:01,200.0,200 - AUSTRIA Y FRENCH,710968,MEMBER,ICONIC,CODE
11203548,NORMAL,1132,156,2021-06-02 14:09:18,156 - Plaza Alemania,2021-06-02 14:28:10,74.0,074 - INSTITUTO  LELOIR,28674,MEMBER,ICONIC,CODE
11203547,NORMAL,1320,167,2021-06-02 14:09:16,275 - PLAZA 24 DE SEPTIEMBRE,2021-06-02 14:31:16,124.0,124 - UGARTECHE,98037,MEMBER,ICONIC,CODE
11203546,NORMAL,591,70,2021-06-02 14:09:14,070 - ARAOZ,2021-06-02 14:19:05,216.0,059 - Coronel Diaz,154226,MEMBER,ICONIC,CODE
11203545,NORMAL,680,308,2021-06-02 14:09:07,251 - Solar de la Abadía,2021-06-02 14:20:27,56.0,056 - Plaza Palermo Viejo,208028,MEMBER,ICONIC,CODE
11203544,NORMAL,1749,17,2021-06-02 14:09:06,017 - Plaza Almagro,2021-06-02 14:38:15,378.0,215 - HOSPITAL ALVAREZ,423139,MEMBER,ICONIC,CODE
11203543,NORMAL,1055,257,2021-06-02 14:09:04,264 - Plaza Marcos Sastre,2021-06-02 14:26:39,355.0,242 - Plazoleta Rafael del Riego,105172,MEMBER,ICONIC,CODE
11203542,NORMAL,1640,146,2021-06-02 14:08:58,146 - Hospital Francés,2021-06-02 14:36:18,189.0,189 - POSADAS,2397,MEMBER,ICONIC,CODE
11203541,NORMAL,437,150,2021-06-02 14:08:56,150 - RODRIGO BUENO,2021-06-02 14:16:13,79.0,079 - AZUCENA VILLAFLOR,737392,MEMBER,ICONIC,CODE
11203539,NORMAL,650,364,2021-06-02 14:08:45,381 - Matienzo Y Arce,2021-06-02 14:19:35,20.0,020 - Distrito Audiovisual,756972,MEMBER,ICONIC,CODE
11203538,NORMAL,1464,14,2021-06-02 14:08:41,014 - Pacifico,2021-06-02 14:33:05,165.0,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,597510,MEMBER,ICONIC,CODE
11203536,NORMAL,81,96,2021-06-02 14:08:19,096 - Carlos Gardel,2021-06-02 14:09:40,96.0,096 - Carlos Gardel,763558,MEMBER,ICONIC,CODE
11203535,NORMAL,811,289,2021-06-02 14:08:04,255 - BARRANCAS DE BELGRANO,2021-06-02 14:21:35,435.0,227 -Club Ciudad de Buenos Aires,452145,MEMBER,ICONIC,CODE
11203534,NORMAL,1612,146,2021-06-02 14:08:00,146 - Hospital Francés,2021-06-02 14:34:52,8.0,008 - Congreso,144193,MEMBER,ICONIC,CODE
11203533,NORMAL,1182,66,2021-06-02 14:07:50,066 - Billinghurst,2021-06-02 14:27:32,162.0,162 - LARREA Y BARTOLOMÉ MITRE,669972,MEMBER,ICONIC,CODE
11203530,NORMAL,678,135,2021-06-02 14:07:43,135 - MARCELO T. DE ALVEAR,2021-06-02 14:19:01,33.0,033 - Facultad de Medicina,705560,MEMBER,ICONIC,CODE
11203529,NORMAL,1636,82,2021-06-02 14:07:43,082 - HOSPITAL ITALIANO,2021-06-02 14:34:59,80.0,080 - DOBLAS,766743,MEMBER,ICONIC,CODE
11203528,NORMAL,1322,257,2021-06-02 14:07:41,264 - Plaza Marcos Sastre,2021-06-02 14:29:43,236.0,254 - Plaza Rafael Hernandez,671678,MEMBER,ICONIC,CODE
11203527,NORMAL,904,278,2021-06-02 14:07:40,233 - MONROE,2021-06-02 14:22:44,275.0,256 - PLAZA NORUEGA,772255,MEMBER,ICONIC,CODE
11203526,NORMAL,593,441,2021-06-02 14:07:28,016 - Legislatura,2021-06-02 14:17:21,8.0,008 - Congreso,666448,MEMBER,ICONIC,CODE
11203525,NORMAL,503,289,2021-06-02 14:07:22,255 - BARRANCAS DE BELGRANO,2021-06-02 14:15:45,277.0,292 - PLAZA BOLIVIA,701887,MEMBER,ICONIC,CODE
11203524,NORMAL,839,364,2021-06-02 14:07:22,381 - Matienzo Y Arce,2021-06-02 14:21:21,245.0,248 - Husares,692352,MEMBER,ICONIC,CODE
11203523,NORMAL,496,56,2021-06-02 14:07:21,056 - Plaza Palermo Viejo,2021-06-02 14:15:37,14.0,014 - Pacifico,739437,MEMBER,ICONIC,CODE
11203522,NORMAL,1616,175,2021-06-02 14:07:13,147 - Constitución,2021-06-02 14:34:09,204.0,167 - Hipólito Yrigoyen,498326,MEMBER,ICONIC,CODE
11203521,NORMAL,1126,359,2021-06-02 14:07:13,250 - Fleni,2021-06-02 14:25:59,275.0,256 - PLAZA NORUEGA,676810,MEMBER,ICONIC,CODE
11203520,NORMAL,1719,304,2021-06-02 14:07:13,395 - Agronomia II,2021-06-02 14:35:52,304.0,395 - Agronomia II,470253,MEMBER,ICONIC,CODE
11203519,NORMAL,1520,29,2021-06-02 14:07:07,029 - Parque Centenario,2021-06-02 14:32:27,69.0,069 - Ecuador,702384,MEMBER,ICONIC,CODE
11203518,NORMAL,504,433,2021-06-02 14:07:07,273 - Plazoleta Colombia,2021-06-02 14:15:31,153.0,153 - JUAN MANUEL DE BLANES,472976,MEMBER,ICONIC,CODE
11203517,NORMAL,509,24,2021-06-02 14:06:54,024 - ALSINA,2021-06-02 14:15:23,3.0,003 - ADUANA,16499,MEMBER,ICONIC,CODE
11203516,NORMAL,917,56,2021-06-02 14:06:51,056 - Plaza Palermo Viejo,2021-06-02 14:22:08,29.0,029 - Parque Centenario,15679,MEMBER,ICONIC,CODE
11203515,NORMAL,1023,121,2021-06-02 14:06:44,121 - YATAY,2021-06-02 14:23:47,255.0,374 - Puan,717551,MEMBER,ICONIC,CODE
11203514,NORMAL,1743,203,2021-06-02 14:06:41,108 - Usina del Arte,2021-06-02 14:35:44,203.0,108 - Usina del Arte,740568,MEMBER,ICONIC,CODE
11203513,NORMAL,413,135,2021-06-02 14:06:33,135 - MARCELO T. DE ALVEAR,2021-06-02 14:13:26,26.0,026 - JUANA MANSO I,704929,MEMBER,ICONIC,CODE
11203511,NORMAL,912,174,2021-06-02 14:06:29,174 - MINISTERIO DE EDUCACION,2021-06-02 14:21:41,441.0,016 - Legislatura,59286,MEMBER,ICONIC,CODE
11203510,NORMAL,680,144,2021-06-02 14:06:25,144 - PUEYRREDÓN,2021-06-02 14:17:45,54.0,054 - Acuña de Figueroa,769112,MEMBER,ICONIC,CODE
11203509,NORMAL,1373,69,2021-06-02 14:06:23,069 - Ecuador,2021-06-02 14:29:16,59.0,018 - Independencia,455052,MEMBER,ICONIC,CODE
11203508,NORMAL,358,33,2021-06-02 14:06:21,033 - Facultad de Medicina,2021-06-02 14:12:19,116.0,116 - HOSPITAL ALEMÁN,239188,MEMBER,ICONIC,CODE
11203506,NORMAL,860,111,2021-06-02 14:06:17,111 - MACACHA GUEMES,2021-06-02 14:20:37,135.0,135 - MARCELO T. DE ALVEAR,43536,MEMBER,ICONIC,CODE
11203505,NORMAL,684,216,2021-06-02 14:06:13,059 - Coronel Diaz,2021-06-02 14:17:37,33.0,033 - Facultad de Medicina,148979,MEMBER,ICONIC,CODE
11203504,NORMAL,1574,161,2021-06-02 14:06:13,161 - Humahuaca,2021-06-02 14:32:27,202.0,001 - FACULTAD DE DERECHO,17424,MEMBER,ICONIC,CODE
11203502,NORMAL,383,66,2021-06-02 14:06:11,066 - Billinghurst,2021-06-02 14:12:34,161.0,161 - Humahuaca,127372,MEMBER,ICONIC,CODE
11203501,NORMAL,544,257,2021-06-02 14:06:11,264 - Plaza Marcos Sastre,2021-06-02 14:15:15,278.0,233 - MONROE,209279,MEMBER,ICONIC,CODE
11203500,NORMAL,458,71,2021-06-02 14:06:04,071 - CERRITO,2021-06-02 14:13:42,135.0,135 - MARCELO T. DE ALVEAR,751697,MEMBER,ICONIC,CODE
11203499,NORMAL,449,135,2021-06-02 14:05:52,135 - MARCELO T. DE ALVEAR,2021-06-02 14:13:21,174.0,174 - MINISTERIO DE EDUCACION,283374,MEMBER,ICONIC,CODE
11203498,NORMAL,992,6,2021-06-02 14:05:32,006 - Parque Lezama,2021-06-02 14:22:04,252.0,331 - CALIFORNIA,720432,MEMBER,ICONIC,CODE
11203497,NORMAL,559,83,2021-06-02 14:05:27,083 - Paraná,2021-06-02 14:14:46,32.0,032 - Catedral,142578,MEMBER,ICONIC,CODE
11203496,NORMAL,215,153,2021-06-02 14:05:16,153 - JUAN MANUEL DE BLANES,2021-06-02 14:08:51,6.0,006 - Parque Lezama,721298,MEMBER,ICONIC,CODE
11203495,NORMAL,496,167,2021-06-02 14:05:16,275 - PLAZA 24 DE SEPTIEMBRE,2021-06-02 14:13:32,387.0,278 - Donato Alvarez,679346,MEMBER,ICONIC,CODE
11203493,NORMAL,1036,33,2021-06-02 14:05:01,033 - Facultad de Medicina,2021-06-02 14:22:17,65.0,065 - Julián Álvarez,770930,MEMBER,ICONIC,CODE
11203491,NORMAL,508,200,2021-06-02 14:04:51,200 - AUSTRIA Y FRENCH,2021-06-02 14:13:19,242.0,103 - MALBA,527802,MEMBER,ICONIC,CODE
11203490,NORMAL,756,112,2021-06-02 14:04:48,112 - 9 de Julio,2021-06-02 14:17:24,86.0,086 - SAAVEDRA,82824,MEMBER,ICONIC,CODE
11203489,NORMAL,1362,6,2021-06-02 14:04:40,006 - Parque Lezama,2021-06-02 14:27:22,93.0,093 - CARLOS CALVO,573192,MEMBER,ICONIC,CODE
11203487,NORMAL,607,82,2021-06-02 14:04:01,082 - HOSPITAL ITALIANO,2021-06-02 14:14:08,167.0,275 - PLAZA 24 DE SEPTIEMBRE,412141,MEMBER,ICONIC,CODE
11203486,NORMAL,725,9,2021-06-02 14:03:55,009 - Parque Las Heras,2021-06-02 14:16:00,5.0,005 - Plaza Italia,765896,MEMBER,ICONIC,CODE
11203484,NORMAL,983,85,2021-06-02 14:03:48,085 - AGUERO,2021-06-02 14:20:11,182.0,182 - RAVIGNANI Y GUATEMALA,765779,MEMBER,ICONIC,CODE
11203483,NORMAL,505,252,2021-06-02 14:03:45,331 - CALIFORNIA,2021-06-02 14:12:10,433.0,273 - Plazoleta Colombia,461017,MEMBER,ICONIC,CODE
11203482,NORMAL,1088,187,2021-06-02 14:03:45,261 - QUINTEROS LIDORO,2021-06-02 14:21:53,364.0,381 - Matienzo Y Arce,46409,MEMBER,ICONIC,CODE
11203481,NORMAL,456,69,2021-06-02 14:03:36,069 - Ecuador,2021-06-02 14:11:12,171.0,171 - Pasteur,695719,MEMBER,ICONIC,CODE
11203480,NORMAL,363,9,2021-06-02 14:03:26,009 - Parque Las Heras,2021-06-02 14:09:29,65.0,065 - Julián Álvarez,738747,MEMBER,ICONIC,CODE
11203479,NORMAL,476,69,2021-06-02 14:03:23,069 - Ecuador,2021-06-02 14:11:19,171.0,171 - Pasteur,695647,MEMBER,ICONIC,CODE
11203478,NORMAL,467,144,2021-06-02 14:03:21,144 - PUEYRREDÓN,2021-06-02 14:11:08,116.0,116 - HOSPITAL ALEMÁN,643023,MEMBER,ICONIC,CODE
11203477,NORMAL,350,138,2021-06-02 14:03:18,138 - Hospital Britanico,2021-06-02 14:09:08,138.0,138 - Hospital Britanico,771210,MEMBER,ICONIC,CODE
11203476,NORMAL,1527,8,2021-06-02 14:03:12,008 - Congreso,2021-06-02 14:28:39,174.0,174 - MINISTERIO DE EDUCACION,707760,MEMBER,ICONIC,CODE
11203475,NORMAL,713,79,2021-06-02 14:03:07,079 - AZUCENA VILLAFLOR,2021-06-02 14:15:00,73.0,073 - Ruy Díaz de Guzmán,27865,MEMBER,ICONIC,CODE
11203474,NORMAL,343,138,2021-06-02 14:03:06,138 - Hospital Britanico,2021-06-02 14:08:49,138.0,138 - Hospital Britanico,766957,MEMBER,ICONIC,CODE
11203473,NORMAL,915,79,2021-06-02 14:02:59,079 - AZUCENA VILLAFLOR,2021-06-02 14:18:14,175.0,147 - Constitución,764971,MEMBER,ICONIC,CODE
11203472,NORMAL,905,64,2021-06-02 14:02:59,064 - RIOBAMBA,2021-06-02 14:18:04,27.0,027 - Montevideo,777,MEMBER,ICONIC,CODE
11203471,NORMAL,915,79,2021-06-02 14:02:56,079 - AZUCENA VILLAFLOR,2021-06-02 14:18:11,175.0,147 - Constitución,766806,MEMBER,ICONIC,CODE
11203470,NORMAL,788,323,2021-06-02 14:02:54,240 - ECHEVERRIA,2021-06-02 14:16:02,416.0,257 - Plaza Francisco Ramirez,118875,MEMBER,ICONIC,CODE
11203468,NORMAL,984,82,2021-06-02 14:02:44,082 - HOSPITAL ITALIANO,2021-06-02 14:19:08,432.0,187 - Jose Maria Moreno,141722,MEMBER,ICONIC,CODE
11203467,NORMAL,491,58,2021-06-02 14:02:41,058 - Ministro Carranza,2021-06-02 14:10:52,222.0,160 - Godoy Cruz y Libertador,268523,MEMBER,ICONIC,CODE
11203466,NORMAL,337,116,2021-06-02 14:02:39,116 - HOSPITAL ALEMÁN,2021-06-02 14:08:16,33.0,033 - Facultad de Medicina,342030,MEMBER,ICONIC,CODE
11203465,NORMAL,1191,449,2021-06-02 14:02:38,352 - San Jose de Flores,2021-06-02 14:22:29,29.0,029 - Parque Centenario,55928,MEMBER,ICONIC,CODE
11203464,NORMAL,670,364,2021-06-02 14:02:31,381 - Matienzo Y Arce,2021-06-02 14:13:41,222.0,160 - Godoy Cruz y Libertador,679953,MEMBER,ICONIC,CODE
11203463,NORMAL,943,151,2021-06-02 14:02:25,151 - AIME PAINÉ,2021-06-02 14:18:08,175.0,147 - Constitución,702976,MEMBER,ICONIC,CODE
11203462,NORMAL,166,17,2021-06-02 14:02:11,017 - Plaza Almagro,2021-06-02 14:04:57,161.0,161 - Humahuaca,201184,MEMBER,ICONIC,CODE
11203461,NORMAL,695,21,2021-06-02 14:02:11,021 - Parque Patricios,2021-06-02 14:13:46,403.0,316 - Buenos Aires,731279,MEMBER,ICONIC,CODE
11203459,NORMAL,1435,82,2021-06-02 14:01:50,082 - HOSPITAL ITALIANO,2021-06-02 14:25:45,175.0,147 - Constitución,323570,MEMBER,ICONIC,CODE
11203458,NORMAL,635,30,2021-06-02 14:01:45,030 - Peña,2021-06-02 14:12:20,65.0,065 - Julián Álvarez,743166,MEMBER,ICONIC,CODE
11203457,NORMAL,1308,70,2021-06-02 14:01:42,070 - ARAOZ,2021-06-02 14:23:30,58.0,058 - Ministro Carranza,51633,MEMBER,ICONIC,CODE
11203456,NORMAL,808,79,2021-06-02 14:01:41,079 - AZUCENA VILLAFLOR,2021-06-02 14:15:09,6.0,006 - Parque Lezama,383185,MEMBER,ICONIC,CODE
11203455,NORMAL,924,23,2021-06-02 14:01:36,023 - Suipacha,2021-06-02 14:17:00,64.0,064 - RIOBAMBA,717144,MEMBER,ICONIC,CODE
11203454,NORMAL,671,323,2021-06-02 14:01:34,240 - ECHEVERRIA,2021-06-02 14:12:45,289.0,255 - BARRANCAS DE BELGRANO,769070,MEMBER,ICONIC,CODE
11203453,NORMAL,830,87,2021-06-02 14:01:32,087 - Guayaquil,2021-06-02 14:15:22,280.0,222 - SIMON BOLIVAR,210606,MEMBER,ICONIC,CODE
11203452,NORMAL,1656,190,2021-06-02 14:01:31,190 - JUNCAL,2021-06-02 14:29:07,289.0,255 - BARRANCAS DE BELGRANO,772115,MEMBER,ICONIC,CODE
11203451,NORMAL,881,71,2021-06-02 14:01:06,071 - CERRITO,2021-06-02 14:15:47,30.0,030 - Peña,16717,MEMBER,ICONIC,CODE
11203450,NORMAL,360,200,2021-06-02 14:00:32,200 - AUSTRIA Y FRENCH,2021-06-02 14:06:32,216.0,059 - Coronel Diaz,3322,MEMBER,ICONIC,CODE
11203446,NORMAL,520,153,2021-06-02 14:00:19,153 - JUAN MANUEL DE BLANES,2021-06-02 14:08:59,137.0,137 - AZOPARDO Y CHILE,744684,MEMBER,ICONIC,CODE
11203445,NORMAL,1130,94,2021-06-02 14:00:15,094 - GÚZMAN,2021-06-02 14:19:05,355.0,242 - Plazoleta Rafael del Riego,256421,MEMBER,ICONIC,CODE
11203443,NORMAL,415,69,2021-06-02 14:00:06,069 - Ecuador,2021-06-02 14:07:01,181.0,181 - BILLINGHURST Y MANSILLA,86716,MEMBER,ICONIC,CODE
11203442,NORMAL,1209,3,2021-06-02 13:59:53,003 - ADUANA,2021-06-02 14:20:02,12.0,012 - Plaza Vicente Lopez,647352,MEMBER,ICONIC,CODE
11203441,NORMAL,1644,14,2021-06-02 13:59:52,014 - Pacifico,2021-06-02 14:27:16,76.0,076 - Ayacucho,751651,MEMBER,ICONIC,CODE
11203438,NORMAL,658,5,2021-06-02 13:59:34,005 - Plaza Italia,2021-06-02 14:10:32,329.0,100 - Plaza Gurruchaga,728318,MEMBER,ICONIC,CODE
11203436,NORMAL,727,355,2021-06-02 13:59:27,242 - Plazoleta Rafael del Riego,2021-06-02 14:11:34,14.0,014 - Pacifico,74942,MEMBER,ICONIC,CODE
11203435,NORMAL,919,193,2021-06-02 13:59:27,193 - ARENALES Y AGUERO,2021-06-02 14:14:46,22.0,022 - Arenales,254775,MEMBER,ICONIC,CODE
11203434,NORMAL,736,212,2021-06-02 13:59:15,129 - Velasco,2021-06-02 14:11:31,167.0,275 - PLAZA 24 DE SEPTIEMBRE,716933,MEMBER,ICONIC,CODE
11203432,NORMAL,1642,269,2021-06-02 13:58:24,260 - SAN MIGUEL DE GARICOITS,2021-06-02 14:25:46,181.0,181 - BILLINGHURST Y MANSILLA,676873,MEMBER,ICONIC,CODE
11203431,NORMAL,1693,9,2021-06-02 13:58:22,009 - Parque Las Heras,2021-06-02 14:26:35,181.0,181 - BILLINGHURST Y MANSILLA,101697,MEMBER,ICONIC,CODE
11203430,NORMAL,871,171,2021-06-02 13:58:19,171 - Pasteur,2021-06-02 14:12:50,93.0,093 - CARLOS CALVO,402010,MEMBER,ICONIC,CODE
11203429,NORMAL,1014,79,2021-06-02 13:58:18,079 - AZUCENA VILLAFLOR,2021-06-02 14:15:12,6.0,006 - Parque Lezama,389002,MEMBER,ICONIC,CODE
11203428,NORMAL,1317,91,2021-06-02 13:58:05,091 - Pasco,2021-06-02 14:20:02,30.0,030 - Peña,185,MEMBER,ICONIC,CODE
11203427,NORMAL,1434,8,2021-06-02 13:58:03,008 - Congreso,2021-06-02 14:21:57,213.0,136 - Acevedo,378489,MEMBER,ICONIC,CODE
11203425,NORMAL,1040,79,2021-06-02 13:57:52,079 - AZUCENA VILLAFLOR,2021-06-02 14:15:12,6.0,006 - Parque Lezama,389008,MEMBER,ICONIC,CODE
11203424,NORMAL,431,80,2021-06-02 13:57:49,080 - DOBLAS,2021-06-02 14:05:00,204.0,167 - Hipólito Yrigoyen,378627,MEMBER,ICONIC,CODE
11203423,NORMAL,777,268,2021-06-02 13:57:48,399 - GARCIA DEL RIO,2021-06-02 14:10:45,323.0,240 - ECHEVERRIA,77349,MEMBER,ICONIC,CODE
11203422,NORMAL,965,8,2021-06-02 13:57:46,008 - Congreso,2021-06-02 14:13:51,135.0,135 - MARCELO T. DE ALVEAR,715087,MEMBER,ICONIC,CODE
11203421,NORMAL,1117,206,2021-06-02 13:57:43,159 - Fitz Roy & Gorriti,2021-06-02 14:16:20,56.0,056 - Plaza Palermo Viejo,53392,MEMBER,ICONIC,CODE
11203420,NORMAL,910,230,2021-06-02 13:57:40,259 - PLAZA CASTELLI,2021-06-02 14:12:50,355.0,242 - Plazoleta Rafael del Riego,188200,MEMBER,ICONIC,CODE
11203419,NORMAL,933,26,2021-06-02 13:57:39,026 - JUANA MANSO I,2021-06-02 14:13:12,130.0,130 - RETIRO II,444482,MEMBER,ICONIC,CODE
11203417,NORMAL,1548,146,2021-06-02 13:57:33,146 - Hospital Francés,2021-06-02 14:23:21,135.0,135 - MARCELO T. DE ALVEAR,768478,MEMBER,ICONIC,CODE
11203416,NORMAL,448,322,2021-06-02 13:57:30,289 - MONTAÑESES,2021-06-02 14:04:58,289.0,255 - BARRANCAS DE BELGRANO,756149,MEMBER,ICONIC,CODE
11203415,NORMAL,644,25,2021-06-02 13:57:29,025 - Plaza Guemes,2021-06-02 14:08:13,5.0,005 - Plaza Italia,751313,MEMBER,ICONIC,CODE
11203414,NORMAL,1000,183,2021-06-02 13:57:28,183 - VIRREY CEVALLOS,2021-06-02 14:14:08,80.0,080 - DOBLAS,667303,MEMBER,ICONIC,CODE
11203413,NORMAL,1523,190,2021-06-02 13:57:27,190 - JUNCAL,2021-06-02 14:22:50,435.0,227 -Club Ciudad de Buenos Aires,581238,MEMBER,ICONIC,CODE
11203411,NORMAL,1133,206,2021-06-02 13:57:24,159 - Fitz Roy & Gorriti,2021-06-02 14:16:17,56.0,056 - Plaza Palermo Viejo,125297,MEMBER,ICONIC,CODE
11203409,NORMAL,1746,5,2021-06-02 13:57:03,005 - Plaza Italia,2021-06-02 14:26:09,359.0,250 - Fleni,699343,MEMBER,ICONIC,CODE
11203408,NORMAL,254,171,2021-06-02 13:57:06,171 - Pasteur,2021-06-02 14:01:20,144.0,144 - PUEYRREDÓN,714256,MEMBER,ICONIC,CODE
11203407,NORMAL,570,33,2021-06-02 13:56:57,033 - Facultad de Medicina,2021-06-02 14:06:27,38.0,038 - Plaza Libertad,722645,MEMBER,ICONIC,CODE
11203403,NORMAL,1485,95,2021-06-02 13:56:34,095 - ESMERALDA,2021-06-02 14:21:19,138.0,138 - Hospital Britanico,618951,MEMBER,ICONIC,CODE
11203400,NORMAL,802,70,2021-06-02 13:56:19,070 - ARAOZ,2021-06-02 14:09:41,193.0,193 - ARENALES Y AGUERO,83766,MEMBER,ICONIC,CODE
11203395,NORMAL,1044,82,2021-06-02 13:55:47,082 - HOSPITAL ITALIANO,2021-06-02 14:13:11,216.0,059 - Coronel Diaz,671429,MEMBER,ICONIC,CODE
11203394,NORMAL,1275,83,2021-06-02 13:55:37,083 - Paraná,2021-06-02 14:16:52,82.0,082 - HOSPITAL ITALIANO,9326,MEMBER,ICONIC,CODE
11203392,NORMAL,1387,231,2021-06-02 13:55:26,384 - PLAZA BENITO NAZAR,2021-06-02 14:18:33,89.0,089 - Cabello,688163,MEMBER,ICONIC,CODE
11203391,NORMAL,484,171,2021-06-02 13:55:19,171 - Pasteur,2021-06-02 14:03:23,30.0,030 - Peña,26342,MEMBER,ICONIC,CODE
11203390,NORMAL,289,205,2021-06-02 13:55:13,125 - F.J.Santamaria de Oro,2021-06-02 14:00:02,5.0,005 - Plaza Italia,754128,MEMBER,ICONIC,CODE
11203389,NORMAL,1324,252,2021-06-02 13:55:03,331 - CALIFORNIA,2021-06-02 14:17:07,152.0,152 - JULIETA LANTERI,771130,MEMBER,ICONIC,CODE
11203387,NORMAL,913,135,2021-06-02 13:54:54,135 - MARCELO T. DE ALVEAR,2021-06-02 14:10:07,200.0,200 - AUSTRIA Y FRENCH,80235,MEMBER,ICONIC,CODE
11203386,NORMAL,662,239,2021-06-02 13:54:41,391 - Plaza República de Ecuador,2021-06-02 14:05:43,5.0,005 - Plaza Italia,41711,MEMBER,ICONIC,CODE
11203385,NORMAL,747,124,2021-06-02 13:54:36,124 - UGARTECHE,2021-06-02 14:07:03,124.0,124 - UGARTECHE,770027,MEMBER,ICONIC,CODE
11203384,NORMAL,1288,242,2021-06-02 13:54:31,103 - MALBA,2021-06-02 14:15:59,308.0,251 - Solar de la Abadía,682758,MEMBER,ICONIC,CODE
11203383,NORMAL,152,322,2021-06-02 13:54:21,289 - MONTAÑESES,2021-06-02 13:56:53,359.0,250 - Fleni,394389,MEMBER,ICONIC,CODE
11203382,NORMAL,1340,149,2021-06-02 13:54:20,149 - LIMA,2021-06-02 14:16:40,184.0,184 - Pedro Echague,587091,MEMBER,ICONIC,CODE
11203381,NORMAL,1604,124,2021-06-02 13:54:13,124 - UGARTECHE,2021-06-02 14:20:57,335.0,206 - Galicia,618786,MEMBER,ICONIC,CODE
11203378,NORMAL,687,44,2021-06-02 13:54:03,044 - Ecoparque,2021-06-02 14:05:30,239.0,391 - Plaza República de Ecuador,312871,MEMBER,ICONIC,CODE
11203376,NORMAL,695,44,2021-06-02 13:53:52,044 - Ecoparque,2021-06-02 14:05:27,239.0,391 - Plaza República de Ecuador,754361,MEMBER,ICONIC,CODE
11203375,NORMAL,1345,284,2021-06-02 13:53:48,229 - RIGLOS,2021-06-02 14:16:13,74.0,074 - INSTITUTO  LELOIR,705066,MEMBER,ICONIC,CODE
11203374,NORMAL,527,416,2021-06-02 13:53:47,257 - Plaza Francisco Ramirez,2021-06-02 14:02:34,322.0,289 - MONTAÑESES,211748,MEMBER,ICONIC,CODE
11203373,NORMAL,1795,51,2021-06-02 13:53:39,051 - TUCUMAN,2021-06-02 14:23:34,29.0,029 - Parque Centenario,720509,MEMBER,ICONIC,CODE
11203372,NORMAL,1025,182,2021-06-02 13:53:34,182 - RAVIGNANI Y GUATEMALA,2021-06-02 14:10:39,99.0,099 - Malabia,510715,MEMBER,ICONIC,CODE
11203370,NORMAL,533,189,2021-06-02 13:53:29,189 - POSADAS,2021-06-02 14:02:22,242.0,103 - MALBA,678567,MEMBER,ICONIC,CODE
11203369,NORMAL,534,17,2021-06-02 13:53:26,017 - Plaza Almagro,2021-06-02 14:02:20,85.0,085 - AGUERO,769755,MEMBER,ICONIC,CODE
11203368,NORMAL,688,29,2021-06-02 13:53:26,029 - Parque Centenario,2021-06-02 14:04:54,161.0,161 - Humahuaca,31846,MEMBER,ICONIC,CODE
11203367,NORMAL,1420,63,2021-06-02 13:53:22,063 - Reconquista,2021-06-02 14:17:02,175.0,147 - Constitución,196116,MEMBER,ICONIC,CODE
11203366,NORMAL,522,79,2021-06-02 13:53:10,079 - AZUCENA VILLAFLOR,2021-06-02 14:01:52,128.0,128 - PARQUE DEL BAJO,512865,MEMBER,ICONIC,CODE
11203365,NORMAL,538,188,2021-06-02 13:53:09,373 - Jorgelina De Simone,2021-06-02 14:02:07,8.0,008 - Congreso,62999,MEMBER,ICONIC,CODE
11203364,NORMAL,1605,126,2021-06-02 13:53:05,126 - Ministerio de Justicia y Seguridad,2021-06-02 14:19:50,95.0,095 - ESMERALDA,127354,MEMBER,ICONIC,CODE
11203363,NORMAL,507,98,2021-06-02 13:53:06,037- CLAUDIA PÍA BRAUDACCO,2021-06-02 14:01:33,175.0,147 - Constitución,691337,MEMBER,ICONIC,CODE
11203361,NORMAL,980,386,2021-06-02 13:52:47,277 - Coghlan,2021-06-02 14:09:07,358.0,249 - Balbín,31749,MEMBER,ICONIC,CODE
11203359,NORMAL,450,83,2021-06-02 13:52:42,083 - Paraná,2021-06-02 14:00:12,33.0,033 - Facultad de Medicina,50707,MEMBER,ICONIC,CODE
11203358,NORMAL,1304,54,2021-06-02 13:52:30,054 - Acuña de Figueroa,2021-06-02 14:14:14,261.0,272 - Plaza Bruno Giordano,23764,MEMBER,ICONIC,CODE
